platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,,degrees_north,degrees_east
GPZ,OTN-Global,RU28-20130912,OTN-GlobalGPZRU28-20130912,Underwater mooring,NaN,RU28-20130912,40.33153,-73.8908
GPZ,OTN-Global,penobscot-20130910,OTN-GlobalGPZpenobscot-20130910,Underwater mooring,NaN,penobscot-20130910,44.2808066667,-68.1961383333
HFX,OTN-Global,HFX063,OTN-GlobalHFXHFX063,Underwater mooring,170.0,HFX063,44.12294,-63.13702
HFX,OTN-Global,HFX086,OTN-GlobalHFXHFX086,Underwater mooring,207.0,HFX086,43.98364323,-63.13651214
HFX,OTN-Global,HFX206,OTN-GlobalHFXHFX206,Underwater mooring,154.0,HFX206,43.19736,-63.5
HFX,OTN-Global,HFX076,OTN-GlobalHFXHFX076,Underwater mooring,199.0,HFX076,44.0472805,-63.0886848
HFX,OTN-Global,HFX047,OTN-GlobalHFXHFX047,Underwater mooring,151.0,HFX047,44.21344,-63.23732
HFX,OTN-Global,HFX-ADCP002,OTN-GlobalHFXHFX-ADCP002,Underwater mooring,NaN,HFX-ADCP002,44.25112,-63.16337
HFX,OTN-Global,HFX039,OTN-GlobalHFXHFX039,Underwater mooring,145.0,HFX039,44.25869,-63.28746
HFX,OTN-Global,HFX-ST01B,OTN-GlobalHFXHFX-ST01B,Underwater mooring,NaN,HFX-ST01B,44.3292,-63.3663
HFX,OTN-Global,HFX-ST03B,OTN-GlobalHFXHFX-ST03B,Underwater mooring,NaN,HFX-ST03B,44.3313,-63.3688
HFX,OTN-Global,HFX-ST02B,OTN-GlobalHFXHFX-ST02B,Underwater mooring,NaN,HFX-ST02B,44.3305,-63.3677
HFX,OTN-Global,HFX008B,OTN-GlobalHFXHFX008B,Underwater mooring,60.0,HFX008B,44.43781,-63.4876
HFX,OTN-Global,HFX077,OTN-GlobalHFXHFX077,Underwater mooring,199.0,HFX077,44.04091677,-63.09346754
HFX,OTN-Global,HFX040,OTN-GlobalHFXHFX040,Underwater mooring,142.0,HFX040,44.25303,-63.28119
HFX,OTN-Global,HFX022,OTN-GlobalHFXHFX022,Underwater mooring,113.0,HFX022,44.35681,-63.39722
HFX,OTN-Global,HFX028,OTN-GlobalHFXHFX028,Underwater mooring,110.0,HFX028,44.32208,-63.35833
HFX,OTN-Global,HFX029,OTN-GlobalHFXHFX029,Underwater mooring,120.0,HFX029,44.3163,-63.35185
HFX,OTN-Global,HFX013,OTN-GlobalHFXHFX013,Underwater mooring,96.0,HFX013,44.40889,-63.45556
HFX,OTN-Global,HFX132,OTN-GlobalHFXHFX132,Underwater mooring,117.0,HFX132,43.71333333,-63.39111111
HFX,OTN-Global,HFX014,OTN-GlobalHFXHFX014,Underwater mooring,92.0,HFX014,44.4031,-63.44907
HFX,OTN-Global,HFX015,OTN-GlobalHFXHFX015,Underwater mooring,84.0,HFX015,44.39731,-63.44259
HFX,OTN-Global,HFX016,OTN-GlobalHFXHFX016,Underwater mooring,113.0,HFX016,44.39153,-63.43611
HFX,OTN-Global,HFX017,OTN-GlobalHFXHFX017,Underwater mooring,103.0,HFX017,44.38574,-63.42963
HFX,OTN-Global,HFX018,OTN-GlobalHFXHFX018,Underwater mooring,106.0,HFX018,44.37995,-63.42315
HFX,OTN-Global,HFX019,OTN-GlobalHFXHFX019,Underwater mooring,98.0,HFX019,44.37417,-63.41667
HFX,OTN-Global,HFX026,OTN-GlobalHFXHFX026,Underwater mooring,128.0,HFX026,44.33366,-63.3713
HFX,OTN-Global,HFX087,OTN-GlobalHFXHFX087,Underwater mooring,210.0,HFX087,43.9772795,-63.14129488
HFX,OTN-Global,HFX021,OTN-GlobalHFXHFX021,Underwater mooring,93.0,HFX021,44.36259,-63.4037
HFX,OTN-Global,HFX001,OTN-GlobalHFXHFX001,Underwater mooring,50.0,HFX001,44.47833,-63.53333
HFX,OTN-Global,HFX002,OTN-GlobalHFXHFX002,Underwater mooring,62.0,HFX002,44.47255,-63.52685
HFX,OTN-Global,HFX003,OTN-GlobalHFXHFX003,Underwater mooring,72.0,HFX003,44.46676,-63.52037
HFX,OTN-Global,HFX004,OTN-GlobalHFXHFX004,Underwater mooring,73.0,HFX004,44.46097,-63.51389
HFX,OTN-Global,HFX005,OTN-GlobalHFXHFX005,Underwater mooring,76.4,HFX005,44.45519,-63.50741
HFX,OTN-Global,HFX006,OTN-GlobalHFXHFX006,Underwater mooring,77.0,HFX006,44.4494,-63.50093
HFX,OTN-Global,HFX007,OTN-GlobalHFXHFX007,Underwater mooring,68.0,HFX007,44.44361,-63.49444
HFX,OTN-Global,HFX008,OTN-GlobalHFXHFX008,Underwater mooring,60.0,HFX008,44.43782,-63.48796
HFX,OTN-Global,HFX009,OTN-GlobalHFXHFX009,Underwater mooring,65.0,HFX009,44.43204,-63.48148
HFX,OTN-Global,HFX010,OTN-GlobalHFXHFX010,Underwater mooring,89.0,HFX010,44.42625,-63.475
HFX,OTN-Global,HFX011,OTN-GlobalHFXHFX011,Underwater mooring,86.0,HFX011,44.42046,-63.46852
HFX,OTN-Global,HFX012,OTN-GlobalHFXHFX012,Underwater mooring,91.0,HFX012,44.41468,-63.46204
HFX,OTN-Global,HFX043,OTN-GlobalHFXHFX043,Underwater mooring,170.0,HFX043,44.23606,-63.26239
HFX,OTN-Global,HFX214,OTN-GlobalHFXHFX214,Underwater mooring,154.0,HFX214,43.13972,-63.5
HFX,OTN-Global,HFX126,OTN-GlobalHFXHFX126,Underwater mooring,124.0,HFX126,43.75333333,-63.36444444
HFX,OTN-Global,HFX052,OTN-GlobalHFXHFX052,Underwater mooring,166.0,HFX052,44.18515,-63.20597
HFX,OTN-Global,HFX119,OTN-GlobalHFXHFX119,Underwater mooring,131.0,HFX119,43.8,-63.33333333
HFX,OTN-Global,HFX120,OTN-GlobalHFXHFX120,Underwater mooring,129.0,HFX120,43.79333333,-63.33777778
HFX,OTN-Global,HFX121,OTN-GlobalHFXHFX121,Underwater mooring,124.0,HFX121,43.78666667,-63.34222222
HFX,OTN-Global,HFX122,OTN-GlobalHFXHFX122,Underwater mooring,118.0,HFX122,43.78,-63.34666667
HFX,OTN-Global,HFX123,OTN-GlobalHFXHFX123,Underwater mooring,117.0,HFX123,43.77333333,-63.35111111
HFX,OTN-Global,HFX124,OTN-GlobalHFXHFX124,Underwater mooring,120.0,HFX124,43.76666667,-63.35555556
HFX,OTN-Global,HFX125,OTN-GlobalHFXHFX125,Underwater mooring,126.0,HFX125,43.76,-63.36
HFX,OTN-Global,HFX167,OTN-GlobalHFXHFX167,Underwater mooring,173.0,HFX167,43.47838,-63.5
HFX,OTN-Global,HFX127,OTN-GlobalHFXHFX127,Underwater mooring,124.0,HFX127,43.74666667,-63.36888889
HFX,OTN-Global,HFX128,OTN-GlobalHFXHFX128,Underwater mooring,120.0,HFX128,43.74,-63.37333333
HFX,OTN-Global,HFX129,OTN-GlobalHFXHFX129,Underwater mooring,124.0,HFX129,43.73333333,-63.37777778
HFX,OTN-Global,HFX130,OTN-GlobalHFXHFX130,Underwater mooring,124.0,HFX130,43.72666667,-63.38222222
HFX,OTN-Global,HFX131,OTN-GlobalHFXHFX131,Underwater mooring,121.0,HFX131,43.72,-63.38666667
HFX,OTN-Global,HFX133,OTN-GlobalHFXHFX133,Underwater mooring,117.0,HFX133,43.70666667,-63.39555556
HFX,OTN-Global,HFX134,OTN-GlobalHFXHFX134,Underwater mooring,118.0,HFX134,43.7,-63.4
HFX,OTN-Global,HFX135,OTN-GlobalHFXHFX135,Underwater mooring,114.0,HFX135,43.69262647,-63.39995139
HFX,OTN-Global,HFX136,OTN-GlobalHFXHFX136,Underwater mooring,113.0,HFX136,43.68525295,-63.39990278
HFX,OTN-Global,HFX137,OTN-GlobalHFXHFX137,Underwater mooring,112.0,HFX137,43.67787942,-63.39985417
HFX,OTN-Global,HFX138,OTN-GlobalHFXHFX138,Underwater mooring,108.0,HFX138,43.6705059,-63.39980556
HFX,OTN-Global,HFX139,OTN-GlobalHFXHFX139,Underwater mooring,109.0,HFX139,43.66313237,-63.39975695
HFX,OTN-Global,HFX140,OTN-GlobalHFXHFX140,Underwater mooring,112.0,HFX140,43.65575885,-63.39970834
HFX,OTN-Global,HFX141,OTN-GlobalHFXHFX141,Underwater mooring,116.0,HFX141,43.64838532,-63.39965974
HFX,OTN-Global,HFX142,OTN-GlobalHFXHFX142,Underwater mooring,119.0,HFX142,43.64101179,-63.39961113
HFX,OTN-Global,HFX030,OTN-GlobalHFXHFX030,Underwater mooring,134.0,HFX030,44.31051,-63.34537
HFX,OTN-Global,HFX031,OTN-GlobalHFXHFX031,Underwater mooring,142.0,HFX031,44.30472,-63.33889
HFX,OTN-Global,HFX032,OTN-GlobalHFXHFX032,Underwater mooring,164.0,HFX032,44.29894,-63.33241
HFX,OTN-Global,HFX033,OTN-GlobalHFXHFX033,Underwater mooring,163.0,HFX033,44.29315,-63.32593
HFX,OTN-Global,HFX034,OTN-GlobalHFXHFX034,Underwater mooring,170.0,HFX034,44.28736,-63.31944
HFX,OTN-Global,HFX036,OTN-GlobalHFXHFX036,Underwater mooring,156.0,HFX036,44.27579,-63.30648
HFX,OTN-Global,HFX037,OTN-GlobalHFXHFX037,Underwater mooring,171.0,HFX037,44.27,-63.3
HFX,OTN-Global,HFX169,OTN-GlobalHFXHFX169,Underwater mooring,173.0,HFX169,43.46397,-63.5
HFX,OTN-Global,HFX078,OTN-GlobalHFXHFX078,Underwater mooring,200.0,HFX078,44.03455304,-63.09825027
HFX,OTN-Global,HFX172,OTN-GlobalHFXHFX172,Underwater mooring,175.0,HFX172,43.44236,-63.5
HFX,OTN-Global,HFX207,OTN-GlobalHFXHFX207,Underwater mooring,153.0,HFX207,43.19016,-63.5
HFX,OTN-Global,HFX208,OTN-GlobalHFXHFX208,Underwater mooring,151.0,HFX208,43.18295,-63.5
HFX,OTN-Global,HFX044,OTN-GlobalHFXHFX044,Underwater mooring,145.0,HFX044,44.23041,-63.25612
HFX,OTN-Global,HFX048,OTN-GlobalHFXHFX048,Underwater mooring,165.0,HFX048,44.20778,-63.23105
HFX,OTN-Global,HFX174,OTN-GlobalHFXHFX174,Underwater mooring,175.0,HFX174,43.42794,-63.5
HFX,OTN-Global,HFX045,OTN-GlobalHFXHFX045,Underwater mooring,146.0,HFX045,44.22475,-63.24985
HFX,OTN-Global,HFX049,OTN-GlobalHFXHFX049,Underwater mooring,166.0,HFX049,44.20212,-63.22478
HFX,OTN-Global,HFX143,OTN-GlobalHFXHFX143,Underwater mooring,121.0,HFX143,43.63364,-63.39956
HFX,OTN-Global,HFX170,OTN-GlobalHFXHFX170,Underwater mooring,171.0,HFX170,43.45677,-63.5
HFX,OTN-Global,HFX289,OTN-GlobalHFXHFX289,Underwater mooring,140.0,HFX289,43.9015,-63.2646
HFX,OTN-Global,HFX298,OTN-GlobalHFXHFX298,Underwater mooring,124.0,HFX298,43.8444,-63.3037
HFX,OTN-Global,HFX144,OTN-GlobalHFXHFX144,Underwater mooring,122.0,HFX144,43.62727,-63.40435
HFX,OTN-Global,HFX171,OTN-GlobalHFXHFX171,Underwater mooring,173.0,HFX171,43.44956,-63.5
HFX,OTN-Global,HFX190,OTN-GlobalHFXHFX190,Underwater mooring,168.0,HFX190,43.31265,-63.5
HFX,OTN-Global,HFX209,OTN-GlobalHFXHFX209,Underwater mooring,149.0,HFX209,43.17575,-63.5
HFX,OTN-Global,HFX173,OTN-GlobalHFXHFX173,Underwater mooring,175.0,HFX173,43.43515,-63.5
HFX,OTN-Global,HFX050,OTN-GlobalHFXHFX050,Underwater mooring,166.0,HFX050,44.19647,-63.21851
HFX,OTN-Global,HFX051,OTN-GlobalHFXHFX051,Underwater mooring,166.0,HFX051,44.19081,-63.21224
HFX,OTN-Global,HFX053,OTN-GlobalHFXHFX053,Underwater mooring,166.0,HFX053,44.1795,-63.1997
HFX,OTN-Global,HFX020,OTN-GlobalHFXHFX020,Underwater mooring,104.0,HFX020,44.36838,-63.41019
HFX,OTN-Global,HFX035,OTN-GlobalHFXHFX035,Underwater mooring,NaN,HFX035,44.28157,-63.31296
HFX,OTN-Global,HFX064,OTN-GlobalHFXHFX064,Underwater mooring,165.0,HFX064,44.11728,-63.13075
HFX,OTN-Global,HFX-ST02,OTN-GlobalHFXHFX-ST02,Underwater mooring,68.0,HFX-ST02,44.42275,-63.47091
HFX,OTN-Global,HFX-ST01,OTN-GlobalHFXHFX-ST01,Underwater mooring,68.0,HFX-ST01,44.42347,-63.47173
HFX,OTN-Global,HFX-ADCP001,OTN-GlobalHFXHFX-ADCP001,Underwater mooring,NaN,HFX-ADCP001,44.3519,-63.3047
HFX,OTN-Global,HFX027,OTN-GlobalHFXHFX027,Underwater mooring,120.0,HFX027,44.32787,-63.36481
HFX,OTN-Global,HFX-ADCP003,OTN-GlobalHFXHFX-ADCP003,Underwater mooring,NaN,HFX-ADCP003,44.134,-63.0331
HFX,OTN-Global,HFX-ST03,OTN-GlobalHFXHFX-ST03,Underwater mooring,68.0,HFX-ST03,44.42202,-63.47016
HFX,OTN-Global,HFX-ST04,OTN-GlobalHFXHFX-ST04,Underwater mooring,68.0,HFX-ST04,44.41789,-63.46546
HFX,OTN-Global,HFX023,OTN-GlobalHFXHFX023,Underwater mooring,122.0,HFX023,44.35102,-63.39074
HFX,OTN-Global,HFX024,OTN-GlobalHFXHFX024,Underwater mooring,118.0,HFX024,44.34523,-63.38426
HFX,OTN-Global,HFX210,OTN-GlobalHFXHFX210,Underwater mooring,148.0,HFX210,43.16854,-63.5
HFX,OTN-Global,HFX025,OTN-GlobalHFXHFX025,Underwater mooring,114.0,HFX025,44.33944,-63.37778
HFX,OTN-Global,HFX211,OTN-GlobalHFXHFX211,Underwater mooring,147.0,HFX211,43.16134,-63.5
HFX,OTN-Global,HFX046,OTN-GlobalHFXHFX046,Underwater mooring,150.0,HFX046,44.21909,-63.24358
HFX,OTN-Global,HFX073,OTN-GlobalHFXHFX073,Underwater mooring,208.0,HFX073,44.06637,-63.07434
HFX,OTN-Global,HFX065,OTN-GlobalHFXHFX065,Underwater mooring,165.0,HFX065,44.11162,-63.12448
HFX,OTN-Global,HFX038,OTN-GlobalHFXHFX038,Underwater mooring,145.0,HFX038,44.26434,-63.29373
HFX,OTN-Global,HFX041,OTN-GlobalHFXHFX041,Underwater mooring,142.0,HFX041,44.24737,-63.27493
HFX,OTN-Global,HFX042,OTN-GlobalHFXHFX042,Underwater mooring,160.0,HFX042,44.24172,-63.26866
HFX,OTN-Global,HFX054,OTN-GlobalHFXHFX054,Underwater mooring,165.0,HFX054,44.17384,-63.19344
HFX,OTN-Global,HFX055,OTN-GlobalHFXHFX055,Underwater mooring,164.0,HFX055,44.16819,-63.18717
HFX,OTN-Global,HFX056,OTN-GlobalHFXHFX056,Underwater mooring,164.0,HFX056,44.16253,-63.1809
HFX,OTN-Global,HFX057,OTN-GlobalHFXHFX057,Underwater mooring,140.0,HFX057,44.15687,-63.17463
HFX,OTN-Global,HFX058,OTN-GlobalHFXHFX058,Underwater mooring,146.0,HFX058,44.15122,-63.16836
HFX,OTN-Global,HFX059,OTN-GlobalHFXHFX059,Underwater mooring,150.0,HFX059,44.14556,-63.16209
HFX,OTN-Global,HFX060,OTN-GlobalHFXHFX060,Underwater mooring,165.0,HFX060,44.1399,-63.15583
HFX,OTN-Global,HFX061,OTN-GlobalHFXHFX061,Underwater mooring,170.0,HFX061,44.13425,-63.14956
HFX,OTN-Global,HFX062,OTN-GlobalHFXHFX062,Underwater mooring,173.0,HFX062,44.12859,-63.14329
HFX,OTN-Global,HFX175,OTN-GlobalHFXHFX175,Underwater mooring,175.0,HFX175,43.42074,-63.5
HFX,OTN-Global,HFX176,OTN-GlobalHFXHFX176,Underwater mooring,174.0,HFX176,43.41353,-63.5
HFX,OTN-Global,HFX066,OTN-GlobalHFXHFX066,Underwater mooring,160.0,HFX066,44.10597,-63.11822
HFX,OTN-Global,HFX067,OTN-GlobalHFXHFX067,Underwater mooring,160.0,HFX067,44.10031,-63.11195
HFX,OTN-Global,HFX185,OTN-GlobalHFXHFX185,Underwater mooring,171.0,HFX185,43.34868,-63.5
HFX,OTN-Global,HFX106,OTN-GlobalHFXHFX106,Underwater mooring,141.0,HFX106,43.8563687,-63.23216682
HFX,OTN-Global,HFX145,OTN-GlobalHFXHFX145,Underwater mooring,121.0,HFX145,43.62091,-63.40913
HFX,OTN-Global,HFX212,OTN-GlobalHFXHFX212,Underwater mooring,147.0,HFX212,43.15413,-63.5
HFX,OTN-Global,HFX177,OTN-GlobalHFXHFX177,Underwater mooring,174.0,HFX177,43.40633,-63.5
HFX,OTN-Global,HFX178,OTN-GlobalHFXHFX178,Underwater mooring,174.0,HFX178,43.39912,-63.5
HFX,OTN-Global,HFX186,OTN-GlobalHFXHFX186,Underwater mooring,172.0,HFX186,43.34148,-63.5
HFX,OTN-Global,HFX156,OTN-GlobalHFXHFX156,Underwater mooring,148.0,HFX156,43.55091,-63.46174
HFX,OTN-Global,HFX213,OTN-GlobalHFXHFX213,Underwater mooring,152.0,HFX213,43.14692,-63.5
HFX,OTN-Global,HFX228,OTN-GlobalHFXHFX228,Underwater mooring,165.0,HFX228,43.03884,-63.5
HFX,OTN-Global,HFX157,OTN-GlobalHFXHFX157,Underwater mooring,153.0,HFX157,43.54455,-63.46652
HFX,OTN-Global,HFX158,OTN-GlobalHFXHFX158,Underwater mooring,155.0,HFX158,43.53818,-63.4713
HFX,OTN-Global,HFX159,OTN-GlobalHFXHFX159,Underwater mooring,158.0,HFX159,43.53182,-63.47609
HFX,OTN-Global,HFX160,OTN-GlobalHFXHFX160,Underwater mooring,161.0,HFX160,43.52545,-63.48087
HFX,OTN-Global,HFX168,OTN-GlobalHFXHFX168,Underwater mooring,172.0,HFX168,43.47118,-63.5
HFX,OTN-Global,HFX257,OTN-GlobalHFXHFX257,Underwater mooring,164.0,HFX257,44.1054,-63.1287
HFX,OTN-Global,HFX259,OTN-GlobalHFXHFX259,Underwater mooring,145.0,HFX259,44.0926,-63.1373
HFX,OTN-Global,HFX295,OTN-GlobalHFXHFX295,Underwater mooring,127.0,HFX295,43.8635,-63.2901
HFX,OTN-Global,HFX301,OTN-GlobalHFXHFX301,Underwater mooring,137.0,HFX301,43.8255,-63.3161
HFX,OTN-Global,HFX297,OTN-GlobalHFXHFX297,Underwater mooring,119.0,HFX297,43.8506,-63.2997
HFX,OTN-Global,HFX288,OTN-GlobalHFXHFX288,Underwater mooring,139.0,HFX288,43.908,-63.2614
HFX,OTN-Global,HFX270,OTN-GlobalHFXHFX270,Underwater mooring,175.0,HFX270,44.0226,-63.1843
HFX,OTN-Global,HFX278,OTN-GlobalHFXHFX278,Underwater mooring,166.0,HFX278,43.9723,-63.2178
HFX,OTN-Global,HFX277,OTN-GlobalHFXHFX277,Underwater mooring,183.0,HFX277,43.9782,-63.2142
HFX,OTN-Global,HFX275,OTN-GlobalHFXHFX275,Underwater mooring,185.0,HFX275,43.9911,-63.2053
HFX,OTN-Global,HFX292,OTN-GlobalHFXHFX292,Underwater mooring,140.0,HFX292,43.8828,-63.2783
HFX,OTN-Global,HFX260,OTN-GlobalHFXHFX260,Underwater mooring,144.0,HFX260,44.0862,-63.1415
HFX,OTN-Global,HFX273,OTN-GlobalHFXHFX273,Underwater mooring,172.0,HFX273,44.004,-63.1971
HFX,OTN-Global,HFX258,OTN-GlobalHFXHFX258,Underwater mooring,152.0,HFX258,44.0991,-63.133
HFX,OTN-Global,HFX280,OTN-GlobalHFXHFX280,Underwater mooring,151.0,HFX280,43.9591,-63.2268
HFX,OTN-Global,HFX262,OTN-GlobalHFXHFX262,Underwater mooring,138.0,HFX262,44.0736,-63.1499
HFX,OTN-Global,HFX294,OTN-GlobalHFXHFX294,Underwater mooring,135.0,HFX294,43.8696,-63.2859
HFX,OTN-Global,HFX161,OTN-GlobalHFXHFX161,Underwater mooring,166.0,HFX161,43.51909,-63.48565
HFX,OTN-Global,HFX187,OTN-GlobalHFXHFX187,Underwater mooring,170.0,HFX187,43.33427,-63.5
HFX,OTN-Global,HFX188,OTN-GlobalHFXHFX188,Underwater mooring,172.0,HFX188,43.32707,-63.5
HFX,OTN-Global,HFX165,OTN-GlobalHFXHFX165,Underwater mooring,174.0,HFX165,43.49279,-63.5
HFX,OTN-Global,HFX189,OTN-GlobalHFXHFX189,Underwater mooring,170.0,HFX189,43.31986,-63.5
HFX,OTN-Global,HFX153,OTN-GlobalHFXHFX153,Underwater mooring,134.0,HFX153,43.57,-63.44739
HFX,OTN-Global,HFX166,OTN-GlobalHFXHFX166,Underwater mooring,174.0,HFX166,43.48559,-63.5
HFX,OTN-Global,HFX154,OTN-GlobalHFXHFX154,Underwater mooring,136.0,HFX154,43.56364,-63.45217
HFX,OTN-Global,HFX155,OTN-GlobalHFXHFX155,Underwater mooring,142.0,HFX155,43.55727,-63.45696
HFX,OTN-Global,HFX146,OTN-GlobalHFXHFX146,Underwater mooring,129.0,HFX146,43.61455,-63.41391
HFX,OTN-Global,HFX147,OTN-GlobalHFXHFX147,Underwater mooring,130.0,HFX147,43.60818,-63.41869
HFX,OTN-Global,HFX148,OTN-GlobalHFXHFX148,Underwater mooring,130.0,HFX148,43.60182,-63.42348
HFX,OTN-Global,HFX149,OTN-GlobalHFXHFX149,Underwater mooring,128.0,HFX149,43.59546,-63.42826
HFX,OTN-Global,HFX150,OTN-GlobalHFXHFX150,Underwater mooring,128.0,HFX150,43.58909,-63.43304
HFX,OTN-Global,HFX151,OTN-GlobalHFXHFX151,Underwater mooring,126.0,HFX151,43.58273,-63.43782
HFX,OTN-Global,HFX152,OTN-GlobalHFXHFX152,Underwater mooring,126.0,HFX152,43.57636,-63.44261
HFX,OTN-Global,HFX162,OTN-GlobalHFXHFX162,Underwater mooring,166.0,HFX162,43.51273,-63.49043
HFX,OTN-Global,HFX163,OTN-GlobalHFXHFX163,Underwater mooring,168.0,HFX163,43.50636,-63.49522
HFX,OTN-Global,HFX164,OTN-GlobalHFXHFX164,Underwater mooring,169.0,HFX164,43.5,-63.5
HFX,OTN-Global,HFX179,OTN-GlobalHFXHFX179,Underwater mooring,171.0,HFX179,43.39192,-63.5
HFX,OTN-Global,HFX180,OTN-GlobalHFXHFX180,Underwater mooring,167.0,HFX180,43.38471,-63.5
HFX,OTN-Global,HFX181,OTN-GlobalHFXHFX181,Underwater mooring,166.0,HFX181,43.3775,-63.5
HFX,OTN-Global,HFX182,OTN-GlobalHFXHFX182,Underwater mooring,165.0,HFX182,43.3703,-63.5
HFX,OTN-Global,HFX183,OTN-GlobalHFXHFX183,Underwater mooring,172.0,HFX183,43.36309,-63.5
HFX,OTN-Global,HFX184,OTN-GlobalHFXHFX184,Underwater mooring,169.0,HFX184,43.35589,-63.5
HFX,OTN-Global,HFX191,OTN-GlobalHFXHFX191,Underwater mooring,169.0,HFX191,43.30545,-63.5
HFX,OTN-Global,HFX192,OTN-GlobalHFXHFX192,Underwater mooring,170.0,HFX192,43.29824,-63.5
HFX,OTN-Global,HFX193,OTN-GlobalHFXHFX193,Underwater mooring,170.0,HFX193,43.29104,-63.5
HFX,OTN-Global,HFX194,OTN-GlobalHFXHFX194,Underwater mooring,169.0,HFX194,43.28383,-63.5
HFX,OTN-Global,HFX195,OTN-GlobalHFXHFX195,Underwater mooring,169.0,HFX195,43.27663,-63.5
HFX,OTN-Global,HFX196,OTN-GlobalHFXHFX196,Underwater mooring,169.0,HFX196,43.26942,-63.5
HFX,OTN-Global,HFX197,OTN-GlobalHFXHFX197,Underwater mooring,173.0,HFX197,43.26221,-63.5
HFX,OTN-Global,HFX198,OTN-GlobalHFXHFX198,Underwater mooring,170.0,HFX198,43.25501,-63.5
HFX,OTN-Global,HFX199,OTN-GlobalHFXHFX199,Underwater mooring,168.0,HFX199,43.2478,-63.5
HFX,OTN-Global,HFX200,OTN-GlobalHFXHFX200,Underwater mooring,168.0,HFX200,43.2406,-63.5
HFX,OTN-Global,HFX201,OTN-GlobalHFXHFX201,Underwater mooring,168.0,HFX201,43.23339,-63.5
HFX,OTN-Global,HFX202,OTN-GlobalHFXHFX202,Underwater mooring,168.0,HFX202,43.22619,-63.5
HFX,OTN-Global,HFX203,OTN-GlobalHFXHFX203,Underwater mooring,166.0,HFX203,43.21898,-63.5
HFX,OTN-Global,HFX204,OTN-GlobalHFXHFX204,Underwater mooring,164.0,HFX204,43.21178,-63.5
HFX,OTN-Global,HFX205,OTN-GlobalHFXHFX205,Underwater mooring,159.0,HFX205,43.20457,-63.5
HFX,OTN-Global,HFX215,OTN-GlobalHFXHFX215,Underwater mooring,158.0,HFX215,43.13251,-63.5
HFX,OTN-Global,HFX216,OTN-GlobalHFXHFX216,Underwater mooring,160.0,HFX216,43.12531,-63.5
HFX,OTN-Global,HFX217,OTN-GlobalHFXHFX217,Underwater mooring,164.0,HFX217,43.1181,-63.5
HFX,OTN-Global,HFX218,OTN-GlobalHFXHFX218,Underwater mooring,166.0,HFX218,43.1109,-63.5
HFX,OTN-Global,HFX219,OTN-GlobalHFXHFX219,Underwater mooring,169.0,HFX219,43.10369,-63.5
HFX,OTN-Global,HFX220,OTN-GlobalHFXHFX220,Underwater mooring,171.0,HFX220,43.09649,-63.5
HFX,OTN-Global,HFX221,OTN-GlobalHFXHFX221,Underwater mooring,171.0,HFX221,43.08928,-63.5
HFX,OTN-Global,HFX222,OTN-GlobalHFXHFX222,Underwater mooring,171.0,HFX222,43.08207,-63.5
HFX,OTN-Global,HFX223,OTN-GlobalHFXHFX223,Underwater mooring,171.0,HFX223,43.07487,-63.5
HFX,OTN-Global,HFX224,OTN-GlobalHFXHFX224,Underwater mooring,170.0,HFX224,43.06766,-63.5
HFX,OTN-Global,HFX225,OTN-GlobalHFXHFX225,Underwater mooring,170.0,HFX225,43.06046,-63.5
HFX,OTN-Global,HFX226,OTN-GlobalHFXHFX226,Underwater mooring,171.0,HFX226,43.05325,-63.5
HFX,OTN-Global,HFX227,OTN-GlobalHFXHFX227,Underwater mooring,168.0,HFX227,43.04605,-63.5
HFX,OTN-Global,HFX229,OTN-GlobalHFXHFX229,Underwater mooring,166.0,HFX229,43.03163,-63.5
HFX,OTN-Global,HFX230,OTN-GlobalHFXHFX230,Underwater mooring,170.0,HFX230,43.02443,-63.5
HFX,OTN-Global,HFX231,OTN-GlobalHFXHFX231,Underwater mooring,172.0,HFX231,43.01722,-63.5
HFX,OTN-Global,HFX232,OTN-GlobalHFXHFX232,Underwater mooring,173.0,HFX232,43.01002,-63.5
HFX,OTN-Global,HFX233,OTN-GlobalHFXHFX233,Underwater mooring,174.0,HFX233,43.00281,-63.5
HFX,OTN-Global,HFX234,OTN-GlobalHFXHFX234,Underwater mooring,174.0,HFX234,42.99561,-63.5
HFX,OTN-Global,HFX235,OTN-GlobalHFXHFX235,Underwater mooring,167.0,HFX235,42.9884,-63.5
HFX,OTN-Global,HFX236,OTN-GlobalHFXHFX236,Underwater mooring,163.0,HFX236,42.9812,-63.5
HFX,OTN-Global,HFX237,OTN-GlobalHFXHFX237,Underwater mooring,161.0,HFX237,42.97399,-63.5
HFX,OTN-Global,HFX238,OTN-GlobalHFXHFX238,Underwater mooring,166.0,HFX238,42.96678,-63.5
HFX,OTN-Global,HFX239,OTN-GlobalHFXHFX239,Underwater mooring,169.0,HFX239,42.95958,-63.5
HFX,OTN-Global,HFX240,OTN-GlobalHFXHFX240,Underwater mooring,167.0,HFX240,42.95237,-63.5
HFX,OTN-Global,HFX241,OTN-GlobalHFXHFX241,Underwater mooring,165.0,HFX241,42.94517,-63.5
HFX,OTN-Global,HFX242,OTN-GlobalHFXHFX242,Underwater mooring,169.0,HFX242,42.93796,-63.5
